date_id,calendar_date,year,quarter,quarter_name,month,month_name,day,day_of_week,day_name,week_of_year,is_weekend,is_month_end
20241126,2024-11-26,2024,4,Q4 2024,11,November,26,2,Tuesday,48,False,False
20241127,2024-11-27,2024,4,Q4 2024,11,November,27,3,Wednesday,48,False,False
20241128,2024-11-28,2024,4,Q4 2024,11,November,28,4,Thursday,48,False,False
20241129,2024-11-29,2024,4,Q4 2024,11,November,29,5,Friday,48,False,False
20241130,2024-11-30,2024,4,Q4 2024,11,November,30,6,Saturday,48,True,True
20241201,2024-12-01,2024,4,Q4 2024,12,December,1,7,Sunday,48,True,False
20241202,2024-12-02,2024,4,Q4 2024,12,December,2,1,Monday,49,False,False
20241203,2024-12-03,2024,4,Q4 2024,12,December,3,2,Tuesday,49,False,False
20241204,2024-12-04,2024,4,Q4 2024,12,December,4,3,Wednesday,49,False,False
20241205,2024-12-05,2024,4,Q4 2024,12,December,5,4,Thursday,49,False,False
20241206,2024-12-06,2024,4,Q4 2024,12,December,6,5,Friday,49,False,False
20241207,2024-12-07,2024,4,Q4 2024,12,December,7,6,Saturday,49,True,False
20241208,2024-12-08,2024,4,Q4 2024,12,December,8,7,Sunday,49,True,False
20241209,2024-12-09,2024,4,Q4 2024,12,December,9,1,Monday,50,False,False
20241210,2024-12-10,2024,4,Q4 2024,12,December,10,2,Tuesday,50,False,False
20241211,2024-12-11,2024,4,Q4 2024,12,December,11,3,Wednesday,50,False,False
20241212,2024-12-12,2024,4,Q4 2024,12,December,12,4,Thursday,50,False,False
20241213,2024-12-13,2024,4,Q4 2024,12,December,13,5,Friday,50,False,False
20241214,2024-12-14,2024,4,Q4 2024,12,December,14,6,Saturday,50,True,False
20241215,2024-12-15,2024,4,Q4 2024,12,December,15,7,Sunday,50,True,False
20241216,2024-12-16,2024,4,Q4 2024,12,December,16,1,Monday,51,False,False
20241217,2024-12-17,2024,4,Q4 2024,12,December,17,2,Tuesday,51,False,False
20241218,2024-12-18,2024,4,Q4 2024,12,December,18,3,Wednesday,51,False,False
20241219,2024-12-19,2024,4,Q4 2024,12,December,19,4,Thursday,51,False,False
20241220,2024-12-20,2024,4,Q4 2024,12,December,20,5,Friday,51,False,False
20241221,2024-12-21,2024,4,Q4 2024,12,December,21,6,Saturday,51,True,False
20241222,2024-12-22,2024,4,Q4 2024,12,December,22,7,Sunday,51,True,False
20241223,2024-12-23,2024,4,Q4 2024,12,December,23,1,Monday,52,False,False
20241224,2024-12-24,2024,4,Q4 2024,12,December,24,2,Tuesday,52,False,False
20241225,2024-12-25,2024,4,Q4 2024,12,December,25,3,Wednesday,52,False,False
20241226,2024-12-26,2024,4,Q4 2024,12,December,26,4,Thursday,52,False,False
20241227,2024-12-27,2024,4,Q4 2024,12,December,27,5,Friday,52,False,False
20241228,2024-12-28,2024,4,Q4 2024,12,December,28,6,Saturday,52,True,False
20241229,2024-12-29,2024,4,Q4 2024,12,December,29,7,Sunday,52,True,False
20241230,2024-12-30,2024,4,Q4 2024,12,December,30,1,Monday,1,False,False
20241231,2024-12-31,2024,4,Q4 2024,12,December,31,2,Tuesday,1,False,True
20250101,2025-01-01,2025,1,Q1 2025,1,January,1,3,Wednesday,1,False,False
20250102,2025-01-02,2025,1,Q1 2025,1,January,2,4,Thursday,1,False,False
20250103,2025-01-03,2025,1,Q1 2025,1,January,3,5,Friday,1,False,False
20250104,2025-01-04,2025,1,Q1 2025,1,January,4,6,Saturday,1,True,False
20250105,2025-01-05,2025,1,Q1 2025,1,January,5,7,Sunday,1,True,False
20250106,2025-01-06,2025,1,Q1 2025,1,January,6,1,Monday,2,False,False
20250107,2025-01-07,2025,1,Q1 2025,1,January,7,2,Tuesday,2,False,False
20250108,2025-01-08,2025,1,Q1 2025,1,January,8,3,Wednesday,2,False,False
20250109,2025-01-09,2025,1,Q1 2025,1,January,9,4,Thursday,2,False,False
20250110,2025-01-10,2025,1,Q1 2025,1,January,10,5,Friday,2,False,False
20250111,2025-01-11,2025,1,Q1 2025,1,January,11,6,Saturday,2,True,False
20250112,2025-01-12,2025,1,Q1 2025,1,January,12,7,Sunday,2,True,False
20250113,2025-01-13,2025,1,Q1 2025,1,January,13,1,Monday,3,False,False
20250114,2025-01-14,2025,1,Q1 2025,1,January,14,2,Tuesday,3,False,False
20250115,2025-01-15,2025,1,Q1 2025,1,January,15,3,Wednesday,3,False,False
20250116,2025-01-16,2025,1,Q1 2025,1,January,16,4,Thursday,3,False,False
20250117,2025-01-17,2025,1,Q1 2025,1,January,17,5,Friday,3,False,False
20250118,2025-01-18,2025,1,Q1 2025,1,January,18,6,Saturday,3,True,False
20250119,2025-01-19,2025,1,Q1 2025,1,January,19,7,Sunday,3,True,False
20250120,2025-01-20,2025,1,Q1 2025,1,January,20,1,Monday,4,False,False
20250121,2025-01-21,2025,1,Q1 2025,1,January,21,2,Tuesday,4,False,False
20250122,2025-01-22,2025,1,Q1 2025,1,January,22,3,Wednesday,4,False,False
20250123,2025-01-23,2025,1,Q1 2025,1,January,23,4,Thursday,4,False,False
20250124,2025-01-24,2025,1,Q1 2025,1,January,24,5,Friday,4,False,False
20250125,2025-01-25,2025,1,Q1 2025,1,January,25,6,Saturday,4,True,False
20250126,2025-01-26,2025,1,Q1 2025,1,January,26,7,Sunday,4,True,False
20250127,2025-01-27,2025,1,Q1 2025,1,January,27,1,Monday,5,False,False
20250128,2025-01-28,2025,1,Q1 2025,1,January,28,2,Tuesday,5,False,False
20250129,2025-01-29,2025,1,Q1 2025,1,January,29,3,Wednesday,5,False,False
20250130,2025-01-30,2025,1,Q1 2025,1,January,30,4,Thursday,5,False,False
20250131,2025-01-31,2025,1,Q1 2025,1,January,31,5,Friday,5,False,True
20250201,2025-02-01,2025,1,Q1 2025,2,February,1,6,Saturday,5,True,False
20250202,2025-02-02,2025,1,Q1 2025,2,February,2,7,Sunday,5,True,False
20250203,2025-02-03,2025,1,Q1 2025,2,February,3,1,Monday,6,False,False
20250204,2025-02-04,2025,1,Q1 2025,2,February,4,2,Tuesday,6,False,False
20250205,2025-02-05,2025,1,Q1 2025,2,February,5,3,Wednesday,6,False,False
20250206,2025-02-06,2025,1,Q1 2025,2,February,6,4,Thursday,6,False,False
20250207,2025-02-07,2025,1,Q1 2025,2,February,7,5,Friday,6,False,False
20250208,2025-02-08,2025,1,Q1 2025,2,February,8,6,Saturday,6,True,False
20250209,2025-02-09,2025,1,Q1 2025,2,February,9,7,Sunday,6,True,False
20250210,2025-02-10,2025,1,Q1 2025,2,February,10,1,Monday,7,False,False
20250211,2025-02-11,2025,1,Q1 2025,2,February,11,2,Tuesday,7,False,False
20250212,2025-02-12,2025,1,Q1 2025,2,February,12,3,Wednesday,7,False,False
20250213,2025-02-13,2025,1,Q1 2025,2,February,13,4,Thursday,7,False,False
20250214,2025-02-14,2025,1,Q1 2025,2,February,14,5,Friday,7,False,False
20250215,2025-02-15,2025,1,Q1 2025,2,February,15,6,Saturday,7,True,False
20250216,2025-02-16,2025,1,Q1 2025,2,February,16,7,Sunday,7,True,False
20250217,2025-02-17,2025,1,Q1 2025,2,February,17,1,Monday,8,False,False
20250218,2025-02-18,2025,1,Q1 2025,2,February,18,2,Tuesday,8,False,False
20250219,2025-02-19,2025,1,Q1 2025,2,February,19,3,Wednesday,8,False,False
20250220,2025-02-20,2025,1,Q1 2025,2,February,20,4,Thursday,8,False,False
20250221,2025-02-21,2025,1,Q1 2025,2,February,21,5,Friday,8,False,False
20250222,2025-02-22,2025,1,Q1 2025,2,February,22,6,Saturday,8,True,False
20250223,2025-02-23,2025,1,Q1 2025,2,February,23,7,Sunday,8,True,False
20250224,2025-02-24,2025,1,Q1 2025,2,February,24,1,Monday,9,False,False
20250225,2025-02-25,2025,1,Q1 2025,2,February,25,2,Tuesday,9,False,False
20250226,2025-02-26,2025,1,Q1 2025,2,February,26,3,Wednesday,9,False,False
20250227,2025-02-27,2025,1,Q1 2025,2,February,27,4,Thursday,9,False,False
20250228,2025-02-28,2025,1,Q1 2025,2,February,28,5,Friday,9,False,True
20250301,2025-03-01,2025,1,Q1 2025,3,March,1,6,Saturday,9,True,False
20250302,2025-03-02,2025,1,Q1 2025,3,March,2,7,Sunday,9,True,False
20250303,2025-03-03,2025,1,Q1 2025,3,March,3,1,Monday,10,False,False
20250304,2025-03-04,2025,1,Q1 2025,3,March,4,2,Tuesday,10,False,False
20250305,2025-03-05,2025,1,Q1 2025,3,March,5,3,Wednesday,10,False,False
20250306,2025-03-06,2025,1,Q1 2025,3,March,6,4,Thursday,10,False,False
20250307,2025-03-07,2025,1,Q1 2025,3,March,7,5,Friday,10,False,False
20250308,2025-03-08,2025,1,Q1 2025,3,March,8,6,Saturday,10,True,False
20250309,2025-03-09,2025,1,Q1 2025,3,March,9,7,Sunday,10,True,False
20250310,2025-03-10,2025,1,Q1 2025,3,March,10,1,Monday,11,False,False
20250311,2025-03-11,2025,1,Q1 2025,3,March,11,2,Tuesday,11,False,False
20250312,2025-03-12,2025,1,Q1 2025,3,March,12,3,Wednesday,11,False,False
20250313,2025-03-13,2025,1,Q1 2025,3,March,13,4,Thursday,11,False,False
20250314,2025-03-14,2025,1,Q1 2025,3,March,14,5,Friday,11,False,False
20250315,2025-03-15,2025,1,Q1 2025,3,March,15,6,Saturday,11,True,False
20250316,2025-03-16,2025,1,Q1 2025,3,March,16,7,Sunday,11,True,False
20250317,2025-03-17,2025,1,Q1 2025,3,March,17,1,Monday,12,False,False
20250318,2025-03-18,2025,1,Q1 2025,3,March,18,2,Tuesday,12,False,False
20250319,2025-03-19,2025,1,Q1 2025,3,March,19,3,Wednesday,12,False,False
20250320,2025-03-20,2025,1,Q1 2025,3,March,20,4,Thursday,12,False,False
20250321,2025-03-21,2025,1,Q1 2025,3,March,21,5,Friday,12,False,False
20250322,2025-03-22,2025,1,Q1 2025,3,March,22,6,Saturday,12,True,False
20250323,2025-03-23,2025,1,Q1 2025,3,March,23,7,Sunday,12,True,False
20250324,2025-03-24,2025,1,Q1 2025,3,March,24,1,Monday,13,False,False
20250325,2025-03-25,2025,1,Q1 2025,3,March,25,2,Tuesday,13,False,False
20250326,2025-03-26,2025,1,Q1 2025,3,March,26,3,Wednesday,13,False,False
20250327,2025-03-27,2025,1,Q1 2025,3,March,27,4,Thursday,13,False,False
20250328,2025-03-28,2025,1,Q1 2025,3,March,28,5,Friday,13,False,False
20250329,2025-03-29,2025,1,Q1 2025,3,March,29,6,Saturday,13,True,False
20250330,2025-03-30,2025,1,Q1 2025,3,March,30,7,Sunday,13,True,False
20250331,2025-03-31,2025,1,Q1 2025,3,March,31,1,Monday,14,False,True
20250401,2025-04-01,2025,2,Q2 2025,4,April,1,2,Tuesday,14,False,False
20250402,2025-04-02,2025,2,Q2 2025,4,April,2,3,Wednesday,14,False,False
20250403,2025-04-03,2025,2,Q2 2025,4,April,3,4,Thursday,14,False,False
20250404,2025-04-04,2025,2,Q2 2025,4,April,4,5,Friday,14,False,False
20250405,2025-04-05,2025,2,Q2 2025,4,April,5,6,Saturday,14,True,False
20250406,2025-04-06,2025,2,Q2 2025,4,April,6,7,Sunday,14,True,False
20250407,2025-04-07,2025,2,Q2 2025,4,April,7,1,Monday,15,False,False
20250408,2025-04-08,2025,2,Q2 2025,4,April,8,2,Tuesday,15,False,False
20250409,2025-04-09,2025,2,Q2 2025,4,April,9,3,Wednesday,15,False,False
20250410,2025-04-10,2025,2,Q2 2025,4,April,10,4,Thursday,15,False,False
20250411,2025-04-11,2025,2,Q2 2025,4,April,11,5,Friday,15,False,False
20250412,2025-04-12,2025,2,Q2 2025,4,April,12,6,Saturday,15,True,False
20250413,2025-04-13,2025,2,Q2 2025,4,April,13,7,Sunday,15,True,False
20250414,2025-04-14,2025,2,Q2 2025,4,April,14,1,Monday,16,False,False
20250415,2025-04-15,2025,2,Q2 2025,4,April,15,2,Tuesday,16,False,False
20250416,2025-04-16,2025,2,Q2 2025,4,April,16,3,Wednesday,16,False,False
20250417,2025-04-17,2025,2,Q2 2025,4,April,17,4,Thursday,16,False,False
20250418,2025-04-18,2025,2,Q2 2025,4,April,18,5,Friday,16,False,False
20250419,2025-04-19,2025,2,Q2 2025,4,April,19,6,Saturday,16,True,False
20250420,2025-04-20,2025,2,Q2 2025,4,April,20,7,Sunday,16,True,False
20250421,2025-04-21,2025,2,Q2 2025,4,April,21,1,Monday,17,False,False
20250422,2025-04-22,2025,2,Q2 2025,4,April,22,2,Tuesday,17,False,False
20250423,2025-04-23,2025,2,Q2 2025,4,April,23,3,Wednesday,17,False,False
20250424,2025-04-24,2025,2,Q2 2025,4,April,24,4,Thursday,17,False,False
20250425,2025-04-25,2025,2,Q2 2025,4,April,25,5,Friday,17,False,False
20250426,2025-04-26,2025,2,Q2 2025,4,April,26,6,Saturday,17,True,False
20250427,2025-04-27,2025,2,Q2 2025,4,April,27,7,Sunday,17,True,False
20250428,2025-04-28,2025,2,Q2 2025,4,April,28,1,Monday,18,False,False
20250429,2025-04-29,2025,2,Q2 2025,4,April,29,2,Tuesday,18,False,False
20250430,2025-04-30,2025,2,Q2 2025,4,April,30,3,Wednesday,18,False,True
20250501,2025-05-01,2025,2,Q2 2025,5,May,1,4,Thursday,18,False,False
20250502,2025-05-02,2025,2,Q2 2025,5,May,2,5,Friday,18,False,False
20250503,2025-05-03,2025,2,Q2 2025,5,May,3,6,Saturday,18,True,False
20250504,2025-05-04,2025,2,Q2 2025,5,May,4,7,Sunday,18,True,False
20250505,2025-05-05,2025,2,Q2 2025,5,May,5,1,Monday,19,False,False
20250506,2025-05-06,2025,2,Q2 2025,5,May,6,2,Tuesday,19,False,False
20250507,2025-05-07,2025,2,Q2 2025,5,May,7,3,Wednesday,19,False,False
20250508,2025-05-08,2025,2,Q2 2025,5,May,8,4,Thursday,19,False,False
20250509,2025-05-09,2025,2,Q2 2025,5,May,9,5,Friday,19,False,False
20250510,2025-05-10,2025,2,Q2 2025,5,May,10,6,Saturday,19,True,False
20250511,2025-05-11,2025,2,Q2 2025,5,May,11,7,Sunday,19,True,False
20250512,2025-05-12,2025,2,Q2 2025,5,May,12,1,Monday,20,False,False
20250513,2025-05-13,2025,2,Q2 2025,5,May,13,2,Tuesday,20,False,False
20250514,2025-05-14,2025,2,Q2 2025,5,May,14,3,Wednesday,20,False,False
20250515,2025-05-15,2025,2,Q2 2025,5,May,15,4,Thursday,20,False,False
20250516,2025-05-16,2025,2,Q2 2025,5,May,16,5,Friday,20,False,False
20250517,2025-05-17,2025,2,Q2 2025,5,May,17,6,Saturday,20,True,False
20250518,2025-05-18,2025,2,Q2 2025,5,May,18,7,Sunday,20,True,False
20250519,2025-05-19,2025,2,Q2 2025,5,May,19,1,Monday,21,False,False
20250520,2025-05-20,2025,2,Q2 2025,5,May,20,2,Tuesday,21,False,False
20250521,2025-05-21,2025,2,Q2 2025,5,May,21,3,Wednesday,21,False,False
20250522,2025-05-22,2025,2,Q2 2025,5,May,22,4,Thursday,21,False,False
20250523,2025-05-23,2025,2,Q2 2025,5,May,23,5,Friday,21,False,False
20250524,2025-05-24,2025,2,Q2 2025,5,May,24,6,Saturday,21,True,False
20250525,2025-05-25,2025,2,Q2 2025,5,May,25,7,Sunday,21,True,False
20250526,2025-05-26,2025,2,Q2 2025,5,May,26,1,Monday,22,False,False
20250527,2025-05-27,2025,2,Q2 2025,5,May,27,2,Tuesday,22,False,False
20250528,2025-05-28,2025,2,Q2 2025,5,May,28,3,Wednesday,22,False,False
20250529,2025-05-29,2025,2,Q2 2025,5,May,29,4,Thursday,22,False,False
20250530,2025-05-30,2025,2,Q2 2025,5,May,30,5,Friday,22,False,False
20250531,2025-05-31,2025,2,Q2 2025,5,May,31,6,Saturday,22,True,True
20250601,2025-06-01,2025,2,Q2 2025,6,June,1,7,Sunday,22,True,False
20250602,2025-06-02,2025,2,Q2 2025,6,June,2,1,Monday,23,False,False
20250603,2025-06-03,2025,2,Q2 2025,6,June,3,2,Tuesday,23,False,False
20250604,2025-06-04,2025,2,Q2 2025,6,June,4,3,Wednesday,23,False,False
20250605,2025-06-05,2025,2,Q2 2025,6,June,5,4,Thursday,23,False,False
20250606,2025-06-06,2025,2,Q2 2025,6,June,6,5,Friday,23,False,False
20250607,2025-06-07,2025,2,Q2 2025,6,June,7,6,Saturday,23,True,False
20250608,2025-06-08,2025,2,Q2 2025,6,June,8,7,Sunday,23,True,False
20250609,2025-06-09,2025,2,Q2 2025,6,June,9,1,Monday,24,False,False
20250610,2025-06-10,2025,2,Q2 2025,6,June,10,2,Tuesday,24,False,False
20250611,2025-06-11,2025,2,Q2 2025,6,June,11,3,Wednesday,24,False,False
20250612,2025-06-12,2025,2,Q2 2025,6,June,12,4,Thursday,24,False,False
20250613,2025-06-13,2025,2,Q2 2025,6,June,13,5,Friday,24,False,False
20250614,2025-06-14,2025,2,Q2 2025,6,June,14,6,Saturday,24,True,False
20250615,2025-06-15,2025,2,Q2 2025,6,June,15,7,Sunday,24,True,False
20250616,2025-06-16,2025,2,Q2 2025,6,June,16,1,Monday,25,False,False
20250617,2025-06-17,2025,2,Q2 2025,6,June,17,2,Tuesday,25,False,False
20250618,2025-06-18,2025,2,Q2 2025,6,June,18,3,Wednesday,25,False,False
20250619,2025-06-19,2025,2,Q2 2025,6,June,19,4,Thursday,25,False,False
20250620,2025-06-20,2025,2,Q2 2025,6,June,20,5,Friday,25,False,False
20250621,2025-06-21,2025,2,Q2 2025,6,June,21,6,Saturday,25,True,False
20250622,2025-06-22,2025,2,Q2 2025,6,June,22,7,Sunday,25,True,False
20250623,2025-06-23,2025,2,Q2 2025,6,June,23,1,Monday,26,False,False
20250624,2025-06-24,2025,2,Q2 2025,6,June,24,2,Tuesday,26,False,False
20250625,2025-06-25,2025,2,Q2 2025,6,June,25,3,Wednesday,26,False,False
20250626,2025-06-26,2025,2,Q2 2025,6,June,26,4,Thursday,26,False,False
20250627,2025-06-27,2025,2,Q2 2025,6,June,27,5,Friday,26,False,False
20250628,2025-06-28,2025,2,Q2 2025,6,June,28,6,Saturday,26,True,False
20250629,2025-06-29,2025,2,Q2 2025,6,June,29,7,Sunday,26,True,False
20250630,2025-06-30,2025,2,Q2 2025,6,June,30,1,Monday,27,False,True
