production_id,well_id,date_id,oil_bbl,gas_mcf,water_bbl,downtime_hours,choke_size_64ths,tubing_pressure_psi,casing_pressure_psi
6339,WELL-0015,20250124,375.0,1269.7,967.3,0.0,20,1682,791
6340,WELL-0015,20250125,371.7,1314.0,961.7,0.0,28,1947,788
6341,WELL-0015,20250126,390.3,1311.8,1012.8,0.0,32,1707,765
6342,WELL-0015,20250127,369.6,1121.7,962.1,0.0,48,1715,870
6343,WELL-0015,20250128,374.1,1164.1,976.6,0.0,28,1850,814
6344,WELL-0015,20250129,301.5,1023.0,789.4,0.0,36,1710,752
6345,WELL-0015,20250130,327.5,1030.7,860.1,0.0,64,1886,778
6346,WELL-0015,20250131,343.7,1147.3,905.3,0.0,28,1797,709
6347,WELL-0015,20250201,323.6,952.1,855.0,0.0,64,1834,735
6348,WELL-0015,20250202,346.5,1113.9,918.3,0.0,20,1906,836
6349,WELL-0015,20250203,376.1,1274.1,999.8,0.0,48,1842,751
6350,WELL-0015,20250204,352.4,1209.7,939.6,0.0,28,1859,718
6351,WELL-0015,20250205,366.2,1244.5,979.4,0.0,36,1864,678
6352,WELL-0015,20250206,391.5,1340.1,1050.2,0.0,64,1834,903
6353,WELL-0015,20250207,341.5,1122.0,919.0,0.0,48,1936,772
6354,WELL-0015,20250208,382.7,1337.5,1032.8,0.0,48,1726,792
6355,WELL-0015,20250209,403.0,1199.7,1090.9,0.0,48,1866,858
6356,WELL-0015,20250210,312.0,1061.2,847.2,0.0,64,1930,719
6357,WELL-0015,20250211,362.9,1173.9,988.4,0.0,24,1933,665
6358,WELL-0015,20250212,371.3,1164.8,1014.4,0.0,28,2063,789
6359,WELL-0015,20250213,326.7,1125.5,895.4,0.0,24,1793,628
6360,WELL-0015,20250214,325.8,978.0,895.6,0.0,28,1756,806
6361,WELL-0015,20250215,351.8,1179.1,970.1,0.0,28,1793,838
6362,WELL-0015,20250216,347.9,1182.5,962.2,0.0,48,2080,812
6363,WELL-0015,20250217,340.4,1160.9,944.2,0.0,28,1840,726
6364,WELL-0015,20250218,315.7,1019.0,878.5,0.0,36,1837,733
6365,WELL-0015,20250219,350.2,1070.8,977.6,0.0,20,1584,837
6366,WELL-0015,20250220,156.4,545.3,437.9,13.1,40,1916,693
6367,WELL-0015,20250221,351.6,1150.9,987.4,0.0,24,1938,718
6368,WELL-0015,20250222,344.9,1080.1,971.7,0.0,20,2021,824
6369,WELL-0015,20250223,305.2,1080.0,862.7,0.0,64,1764,861
6370,WELL-0015,20250224,315.5,937.3,894.4,0.0,36,1647,663
6371,WELL-0015,20250225,332.7,1081.1,946.2,0.0,20,1881,738
6372,WELL-0015,20250226,327.5,997.9,934.2,0.0,36,1670,694
6373,WELL-0015,20250227,376.0,1428.7,1075.9,0.0,48,1814,714
6374,WELL-0015,20250228,353.4,1150.5,1014.4,0.0,24,1844,756
6375,WELL-0015,20250301,354.9,1245.5,1021.9,0.0,24,1873,905
6376,WELL-0015,20250302,321.2,1000.0,927.8,0.0,24,1797,795
6377,WELL-0015,20250303,372.2,1176.2,1078.4,0.0,64,1933,846
6378,WELL-0015,20250304,359.4,1272.7,1044.7,0.0,24,1741,650
6379,WELL-0015,20250305,330.6,1112.3,964.1,0.0,20,1666,706
6380,WELL-0015,20250306,330.6,1154.3,967.2,0.0,64,1648,803
6381,WELL-0015,20250307,164.8,565.7,483.6,12.3,40,1633,660
6382,WELL-0015,20250308,345.6,1148.9,1017.4,0.0,36,1798,729
6383,WELL-0015,20250309,332.9,1146.9,983.1,0.0,40,1881,570
6384,WELL-0015,20250310,347.5,1124.5,1029.5,0.0,20,1963,684
6385,WELL-0015,20250311,337.5,1251.3,1003.0,0.0,48,2031,823
6386,WELL-0015,20250312,281.8,822.4,840.1,0.0,64,1876,776
6387,WELL-0015,20250313,312.1,1033.6,933.6,0.0,20,1663,767
6388,WELL-0015,20250314,344.1,1106.2,1032.5,0.0,48,1552,808
6389,WELL-0015,20250315,330.9,1090.3,996.0,0.0,28,1894,793
6390,WELL-0015,20250316,331.0,1142.8,999.5,0.0,64,1831,859
6391,WELL-0015,20250317,304.4,1079.0,922.2,0.0,24,1782,726
6392,WELL-0015,20250318,327.0,1130.8,994.0,0.0,20,1767,827
6393,WELL-0015,20250319,359.0,1307.2,1094.8,0.0,64,1736,817
6394,WELL-0015,20250320,348.7,1144.7,1066.9,0.0,64,1627,675
6395,WELL-0015,20250321,318.6,1070.2,977.7,0.0,48,1842,778
6396,WELL-0015,20250322,357.1,1154.4,1099.5,0.0,20,1869,798
6397,WELL-0015,20250323,83.1,266.3,256.8,17.5,36,1681,642
6398,WELL-0015,20250324,342.9,1208.5,1062.6,0.0,36,1849,756
6399,WELL-0015,20250325,286.9,970.7,891.9,0.0,64,1692,756
6400,WELL-0015,20250326,331.5,990.3,1034.2,0.0,28,1912,772
6401,WELL-0015,20250327,297.6,1036.0,931.4,0.0,48,1819,810
6402,WELL-0015,20250328,332.2,1037.0,1043.1,0.0,32,1564,805
6403,WELL-0015,20250329,343.2,1126.3,1081.0,0.0,32,2002,711
6404,WELL-0015,20250330,326.1,1165.1,1030.8,0.0,28,1854,623
6405,WELL-0015,20250331,295.7,925.8,937.5,0.0,28,1886,831
6406,WELL-0015,20250401,307.6,1034.1,978.7,0.0,20,1924,788
6407,WELL-0015,20250402,293.7,932.3,937.5,0.0,36,1711,677
6408,WELL-0015,20250403,280.9,826.3,899.5,0.0,48,2096,715
6409,WELL-0015,20250404,321.3,1116.3,1032.3,0.0,48,1802,658
6410,WELL-0015,20250405,354.8,1187.9,1143.7,0.0,24,1987,764
6411,WELL-0015,20250406,335.3,1158.0,1084.5,0.0,64,1672,754
6412,WELL-0015,20250407,326.3,1105.5,1058.9,0.0,48,1665,798
6413,WELL-0015,20250408,319.0,1022.3,1038.8,0.0,20,1834,852
6414,WELL-0015,20250409,357.6,1025.7,1168.1,0.0,28,1685,805
6415,WELL-0015,20250410,308.1,1045.9,1009.8,0.0,24,1719,810
6416,WELL-0015,20250411,316.1,1034.1,1039.7,0.0,64,1731,679
6417,WELL-0015,20250412,72.5,223.6,239.2,18.7,28,1691,729
6418,WELL-0015,20250413,303.6,1041.7,1005.2,0.0,28,1844,713
6419,WELL-0015,20250414,328.1,1023.8,1089.9,0.0,28,1949,809
6420,WELL-0015,20250415,308.0,1015.2,1026.7,0.0,36,1815,717
6421,WELL-0015,20250416,324.6,1057.7,1085.9,0.0,20,1889,798
6422,WELL-0015,20250417,324.5,1131.5,1089.1,0.0,48,1757,851
6423,WELL-0015,20250418,361.1,1209.8,1216.0,0.0,20,1914,706
6424,WELL-0015,20250419,290.4,1014.3,981.1,0.0,20,1763,900
6425,WELL-0015,20250420,302.9,999.0,1027.0,0.0,48,1959,797
6426,WELL-0015,20250421,316.8,1091.3,1077.9,0.0,40,1684,692
6427,WELL-0015,20250422,310.5,1031.8,1060.2,0.0,32,1791,704
6428,WELL-0015,20250423,275.5,961.3,943.7,0.0,32,1656,630
6429,WELL-0015,20250424,292.5,1049.5,1005.3,0.0,48,1720,658
6430,WELL-0015,20250425,309.1,964.3,1066.3,0.0,48,1603,817
6431,WELL-0015,20250426,286.8,910.7,992.8,0.0,64,1825,669
6432,WELL-0015,20250427,295.1,1087.0,1024.8,0.0,28,1789,728
6433,WELL-0015,20250428,142.3,496.2,496.0,12.4,48,1792,718
6434,WELL-0015,20250429,280.7,937.3,981.6,0.0,40,1949,727
6435,WELL-0015,20250430,329.7,1121.0,1157.0,0.0,24,1599,787
6436,WELL-0015,20250501,340.4,1162.6,1198.7,0.0,24,1773,750
6437,WELL-0015,20250502,292.5,1061.8,1033.7,0.0,48,1755,894
6438,WELL-0015,20250503,298.0,1065.0,1057.0,0.0,48,1714,633
6439,WELL-0015,20250504,329.7,1141.9,1173.4,0.0,40,1657,716
6440,WELL-0015,20250505,293.0,989.8,1046.5,0.0,28,1682,816
6441,WELL-0015,20250506,291.9,1000.7,1046.1,0.0,36,1628,776
6442,WELL-0015,20250507,293.1,1109.9,1054.1,0.0,20,1837,767
6443,WELL-0015,20250508,335.8,1058.9,1212.1,0.0,24,1819,685
6444,WELL-0015,20250509,312.1,1059.0,1130.5,0.0,40,1757,666
6445,WELL-0015,20250510,298.1,900.3,1083.6,0.0,40,1953,759
6446,WELL-0015,20250511,314.8,1078.0,1148.2,0.0,64,1603,780
6447,WELL-0015,20250512,318.7,1124.2,1166.6,0.0,64,1751,710
6448,WELL-0015,20250513,285.4,1035.2,1048.5,0.0,36,1685,751
6449,WELL-0015,20250514,255.5,807.3,942.0,0.0,64,1923,805
6450,WELL-0015,20250515,305.6,928.6,1130.7,0.0,24,1727,755
6451,WELL-0015,20250516,320.9,1007.8,1191.6,0.0,40,1841,834
6452,WELL-0015,20250517,297.5,855.2,1108.9,0.0,24,1815,829
6453,WELL-0015,20250518,266.3,868.7,996.0,0.0,40,1862,768
6454,WELL-0015,20250519,266.6,766.0,1000.9,0.0,64,1559,704
6455,WELL-0015,20250520,289.0,929.8,1088.8,0.0,48,1744,715
6456,WELL-0015,20250521,252.6,825.2,955.0,0.0,28,1638,703
6457,WELL-0015,20250522,306.3,1099.0,1162.5,0.0,28,1449,571
6458,WELL-0015,20250523,285.2,988.2,1086.1,0.0,48,1923,855
6459,WELL-0015,20250524,274.6,950.0,1049.8,0.0,40,1851,629
6460,WELL-0015,20250525,269.7,912.9,1034.6,0.0,48,1537,779
6461,WELL-0015,20250526,276.7,981.6,1065.6,0.0,48,1656,848
6462,WELL-0015,20250527,273.9,901.7,1058.5,0.0,32,1927,632
6463,WELL-0015,20250528,283.1,911.1,1098.2,0.0,36,1623,697
6464,WELL-0015,20250529,290.5,995.2,1131.1,0.0,24,1619,741
6465,WELL-0015,20250530,298.9,1017.7,1168.1,0.0,48,1664,708
6466,WELL-0015,20250531,288.7,929.2,1132.4,0.0,48,1571,610
6467,WELL-0015,20250601,296.2,951.6,1166.0,0.0,36,1786,726
6468,WELL-0015,20250602,269.2,873.3,1063.7,0.0,32,1731,723
6469,WELL-0015,20250603,276.6,996.5,1097.1,0.0,20,1808,782
6470,WELL-0015,20250604,281.4,923.7,1120.2,0.0,32,1745,719
6471,WELL-0015,20250605,266.0,865.7,1062.8,0.0,36,1801,707
6472,WELL-0015,20250606,275.3,968.7,1104.3,0.0,40,1848,784
6473,WELL-0015,20250607,301.8,1028.3,1215.2,0.0,20,1605,699
6474,WELL-0015,20250608,313.1,1123.5,1265.4,0.0,36,1744,753
6475,WELL-0015,20250609,299.4,962.6,1214.8,0.0,64,1809,785
6476,WELL-0015,20250610,196.2,628.5,798.9,6.0,32,1558,721
6477,WELL-0015,20250611,306.3,1078.0,1251.9,0.0,24,1861,761
6478,WELL-0015,20250612,276.3,934.0,1133.6,0.0,40,1902,856
6479,WELL-0015,20250613,274.1,924.5,1128.8,0.0,64,1637,751
6480,WELL-0015,20250614,292.3,939.9,1208.6,0.0,24,1727,668
6481,WELL-0015,20250615,280.5,971.2,1164.2,0.0,24,1587,685
6482,WELL-0015,20250616,287.1,911.3,1196.3,0.0,24,1739,615
6483,WELL-0015,20250617,300.5,1005.1,1256.9,0.0,48,1927,755
6484,WELL-0015,20250618,288.9,956.0,1212.8,0.0,28,1643,661
6485,WELL-0015,20250619,283.7,1011.1,1195.6,0.0,64,1860,680
6486,WELL-0015,20250620,283.1,1042.7,1198.0,0.0,20,1725,682
6487,WELL-0015,20250621,268.7,932.8,1141.2,0.0,28,1666,660
6488,WELL-0015,20250622,269.4,961.4,1148.9,0.0,28,1533,585
6489,WELL-0015,20250623,271.2,879.4,1161.0,0.0,64,1603,799
6490,WELL-0015,20250624,312.2,1058.0,1341.7,0.0,48,1662,728
6491,WELL-0015,20250625,282.9,969.0,1220.8,0.0,36,1638,677
6492,WELL-0015,20250626,282.4,952.5,1223.3,0.0,28,1688,713
6493,WELL-0015,20250627,249.3,850.5,1084.1,0.0,32,1653,752
6494,WELL-0015,20250628,279.4,972.7,1219.9,0.0,32,1406,733
6495,WELL-0015,20250629,262.3,951.6,1149.9,0.0,32,1715,570
6496,WELL-0015,20250630,272.2,969.6,1198.0,0.0,20,1657,701
6497,WELL-0016,20240415,1344.2,3482.9,1090.2,0.0,32,2277,928
6498,WELL-0016,20240416,1399.2,3605.0,1137.5,0.0,20,2126,893
6499,WELL-0016,20240417,1222.1,3494.3,996.0,0.0,36,2173,872
6500,WELL-0016,20240418,1237.6,3137.5,1011.1,0.0,48,2202,826
6501,WELL-0016,20240419,1199.5,3271.9,982.3,0.0,48,1984,862
6502,WELL-0016,20240420,1238.8,3083.9,1017.0,0.0,64,2125,1005
6503,WELL-0016,20240421,1209.3,3555.0,995.1,0.0,40,2277,860
6504,WELL-0016,20240422,1254.3,3171.0,1034.7,0.0,40,2225,963
6505,WELL-0016,20240423,1150.1,3055.1,951.0,0.0,36,2147,963
6506,WELL-0016,20240424,1278.7,3593.1,1059.9,0.0,28,2244,961
6507,WELL-0016,20240425,1295.8,3461.9,1076.7,0.0,48,2369,916
6508,WELL-0016,20240426,1251.2,3405.0,1042.2,0.0,48,2275,938
6509,WELL-0016,20240427,1211.1,3470.1,1011.2,0.0,28,2097,847
6510,WELL-0016,20240428,1267.1,3303.8,1060.6,0.0,40,2244,813
6511,WELL-0016,20240429,1060.3,2747.8,889.6,0.0,48,2164,891
6512,WELL-0016,20240430,1108.1,2928.2,932.0,0.0,32,2111,805
6513,WELL-0016,20240501,1281.4,3442.0,1080.4,0.0,32,2184,794
6514,WELL-0016,20240502,1088.7,2710.4,920.1,0.0,40,2221,932
6515,WELL-0016,20240503,1149.1,2792.9,973.5,0.0,40,2239,760
6516,WELL-0016,20240504,1171.9,3151.8,995.2,0.0,48,2181,1020
6517,WELL-0016,20240505,1024.5,2751.9,872.1,0.0,64,2058,821
6518,WELL-0016,20240506,1174.0,3417.9,1001.8,0.0,48,2050,881
6519,WELL-0016,20240507,1048.7,2830.4,897.1,0.0,24,2158,851
6520,WELL-0016,20240508,1072.0,3074.0,919.2,0.0,40,2166,792
6521,WELL-0016,20240509,1132.6,3051.3,973.5,0.0,64,2073,888
6522,WELL-0016,20240510,1123.9,3428.2,968.3,0.0,32,2196,822
6523,WELL-0016,20240511,1022.1,2968.3,882.8,0.0,28,2169,1069
6524,WELL-0016,20240512,1034.2,3064.8,895.4,0.0,40,2070,919
6525,WELL-0016,20240513,1018.3,2655.8,883.8,0.0,40,2327,834
6526,WELL-0016,20240514,1017.0,2908.8,884.8,0.0,36,2077,1006
6527,WELL-0016,20240515,956.7,2434.2,834.3,0.0,20,2160,990
6528,WELL-0016,20240516,1080.5,2924.2,944.6,0.0,24,2226,913
6529,WELL-0016,20240517,1106.5,2983.4,969.6,0.0,40,2020,729
6530,WELL-0016,20240518,972.0,2573.9,853.8,0.0,48,2361,1016
6531,WELL-0016,20240519,1009.5,2768.4,888.9,0.0,28,1975,835
6532,WELL-0016,20240520,1075.7,2736.3,949.5,0.0,48,2243,951
6533,WELL-0016,20240521,1020.2,2805.2,902.6,0.0,48,2318,988
6534,WELL-0016,20240522,991.7,2662.0,879.5,0.0,20,2140,840
6535,WELL-0016,20240523,932.9,2558.1,829.4,0.0,28,2055,761
6536,WELL-0016,20240524,1096.1,2821.2,976.9,0.0,28,2223,901
6537,WELL-0016,20240525,1056.0,3088.4,943.4,0.0,48,2125,1008
6538,WELL-0016,20240526,1030.7,2596.5,923.0,0.0,64,2440,781
6539,WELL-0016,20240527,1092.2,2716.3,980.4,0.0,24,2123,837
6540,WELL-0016,20240528,883.8,2285.0,795.3,0.0,40,2048,994
6541,WELL-0016,20240529,993.9,2697.8,896.5,0.0,64,2078,779
6542,WELL-0016,20240530,1052.2,2775.3,951.4,0.0,32,2195,842
6543,WELL-0016,20240531,846.3,2269.8,767.0,0.0,28,2158,837
6544,WELL-0016,20240601,1006.8,2711.5,914.7,0.0,36,2211,891
6545,WELL-0016,20240602,986.3,2410.5,898.3,0.0,40,2205,935
6546,WELL-0016,20240603,1028.9,3109.5,939.3,0.0,48,1995,839
6547,WELL-0016,20240604,891.6,2295.6,815.9,0.0,36,2134,952
6548,WELL-0016,20240605,921.8,2285.7,845.6,0.0,32,2064,938
6549,WELL-0016,20240606,982.4,2854.4,903.3,0.0,48,2042,944
6550,WELL-0016,20240607,957.7,2528.2,882.7,0.0,20,2157,953
6551,WELL-0016,20240608,908.4,2491.8,839.3,0.0,20,2314,797
6552,WELL-0016,20240609,845.0,2424.1,782.6,0.0,40,2138,872
6553,WELL-0016,20240610,875.8,2394.5,813.1,0.0,48,2001,791
6554,WELL-0016,20240611,939.5,2417.2,874.3,0.0,20,1992,750
6555,WELL-0016,20240612,789.2,2273.0,736.2,0.0,20,1942,896
6556,WELL-0016,20240613,810.2,2264.8,757.7,0.0,64,2171,932
6557,WELL-0016,20240614,766.6,1996.9,718.6,0.0,24,2199,939
6558,WELL-0016,20240615,853.9,2340.5,802.4,0.0,64,1902,998
6559,WELL-0016,20240616,870.9,2527.2,820.2,0.0,48,2069,872
6560,WELL-0016,20240617,871.4,2531.0,822.7,0.0,28,2350,947
6561,WELL-0016,20240618,946.0,2636.3,895.3,0.0,28,1864,892
6562,WELL-0016,20240619,883.6,2176.6,838.3,0.0,28,2427,860
6563,WELL-0016,20240620,764.9,2177.6,727.4,0.0,64,2241,925
6564,WELL-0016,20240621,745.8,2156.7,710.9,0.0,24,2153,957
6565,WELL-0016,20240622,853.3,2212.2,815.4,0.0,32,2214,902
6566,WELL-0016,20240623,787.2,2018.5,754.0,0.0,24,2077,808
6567,WELL-0016,20240624,813.8,2285.0,781.4,0.0,40,2212,1038
6568,WELL-0016,20240625,405.1,1069.6,389.8,11.4,28,2146,820
6569,WELL-0016,20240626,831.3,2298.3,802.0,0.0,28,2006,779
6570,WELL-0016,20240627,755.6,2145.9,730.7,0.0,20,2102,760
6571,WELL-0016,20240628,847.4,2260.5,821.5,0.0,20,2001,918
6572,WELL-0016,20240629,822.5,2363.8,799.2,0.0,20,2078,854
6573,WELL-0016,20240630,828.0,2225.8,806.6,0.0,48,2116,869
6574,WELL-0016,20240701,773.0,2156.6,754.8,0.0,24,2155,1006
6575,WELL-0016,20240702,887.0,2224.8,868.1,0.0,24,2210,1039
6576,WELL-0016,20240703,795.2,2329.5,780.2,0.0,40,2020,890
6577,WELL-0016,20240704,775.2,2244.4,762.4,0.0,24,1941,926
6578,WELL-0016,20240705,862.6,2453.9,850.4,0.0,32,2297,941
6579,WELL-0016,20240706,746.8,2070.5,738.0,0.0,36,2033,897
6580,WELL-0016,20240707,807.3,2278.4,799.7,0.0,64,2080,889
6581,WELL-0016,20240708,786.4,2258.7,780.9,0.0,36,2157,1040
6582,WELL-0016,20240709,744.0,2095.1,740.5,0.0,20,2243,883
6583,WELL-0016,20240710,784.0,2150.6,782.2,0.0,20,1952,827
6584,WELL-0016,20240711,644.7,1782.6,644.8,0.0,28,1953,802
6585,WELL-0016,20240712,748.6,2017.6,750.5,0.0,32,2180,902
6586,WELL-0016,20240713,806.9,2133.8,810.9,0.0,36,2216,767
6587,WELL-0016,20240714,735.2,1897.9,740.6,0.0,48,2192,832
6588,WELL-0016,20240715,723.4,1972.7,730.5,0.0,24,2212,797
6589,WELL-0016,20240716,703.6,1807.2,712.1,0.0,64,2080,974
6590,WELL-0016,20240717,744.3,2123.9,755.1,0.0,36,2028,841
6591,WELL-0016,20240718,748.1,2113.3,760.9,0.0,28,2221,844
6592,WELL-0016,20240719,786.9,2081.2,802.2,0.0,36,2013,880
6593,WELL-0016,20240720,465.7,1270.1,475.9,9.7,64,2057,724
6594,WELL-0016,20240721,727.8,1991.2,745.6,0.0,32,2259,827
6595,WELL-0016,20240722,728.6,2006.8,748.2,0.0,36,2087,839
6596,WELL-0016,20240723,740.6,2215.2,762.4,0.0,24,2279,856
6597,WELL-0016,20240724,690.6,1981.4,712.6,0.0,28,2024,709
6598,WELL-0016,20240725,668.5,1750.0,691.4,0.0,36,2020,867
6599,WELL-0016,20240726,646.0,1890.0,669.7,0.0,32,2006,851
6600,WELL-0016,20240727,724.8,2032.4,753.3,0.0,20,2039,833
6601,WELL-0016,20240728,705.0,1945.9,734.5,0.0,48,1930,942
6602,WELL-0016,20240729,651.6,1638.6,680.5,0.0,32,1891,838
6603,WELL-0016,20240730,631.7,1748.5,661.3,0.0,48,2060,980
6604,WELL-0016,20240731,684.0,1811.8,717.7,0.0,40,2126,938
6605,WELL-0016,20240801,729.3,2030.9,767.1,0.0,28,2285,933
6606,WELL-0016,20240802,655.1,1802.9,690.7,0.0,48,1848,795
6607,WELL-0016,20240803,731.5,2084.5,773.2,0.0,24,2027,770
6608,WELL-0016,20240804,625.2,1626.1,662.3,0.0,20,2135,993
6609,WELL-0016,20240805,758.5,2257.5,805.5,0.0,48,2255,768
6610,WELL-0016,20240806,661.6,1977.3,704.3,0.0,36,2222,834
6611,WELL-0016,20240807,681.3,1973.0,727.1,0.0,48,2171,945
6612,WELL-0016,20240808,633.4,1761.4,677.5,0.0,64,1918,753
6613,WELL-0016,20240809,631.0,1658.0,676.6,0.0,24,2004,841
6614,WELL-0016,20240810,707.2,1924.6,760.2,0.0,32,2050,753
6615,WELL-0016,20240811,506.4,1310.6,545.6,7.2,48,2066,800
6616,WELL-0016,20240812,654.8,2053.3,707.2,0.0,20,2201,988
6617,WELL-0016,20240813,656.2,1775.9,710.4,0.0,40,2229,934
6618,WELL-0016,20240814,695.3,2134.8,754.5,0.0,48,1993,871
6619,WELL-0016,20240815,655.5,1691.4,713.1,0.0,28,2074,791
6620,WELL-0016,20240816,662.1,1950.6,722.0,0.0,24,2066,874
6621,WELL-0016,20240817,609.6,1629.4,666.3,0.0,20,2157,842
6622,WELL-0016,20240818,670.0,1936.7,734.1,0.0,32,1987,946
6623,WELL-0016,20240819,642.5,1770.7,705.7,0.0,32,2149,896
6624,WELL-0016,20240820,647.2,1969.4,712.6,0.0,36,2045,840
6625,WELL-0016,20240821,615.0,1727.4,678.8,0.0,40,1854,792
6626,WELL-0016,20240822,595.2,1668.3,658.4,0.0,64,2081,767
6627,WELL-0016,20240823,611.7,1814.9,678.3,0.0,36,2198,864
6628,WELL-0016,20240824,615.0,1721.9,683.6,0.0,36,2130,859
6629,WELL-0016,20240825,707.3,2197.6,788.2,0.0,32,1919,931
6630,WELL-0016,20240826,631.9,1762.5,705.8,0.0,40,1926,949
6631,WELL-0016,20240827,608.9,1746.4,681.8,0.0,64,2004,846
6632,WELL-0016,20240828,664.9,1774.7,746.2,0.0,24,2052,924
6633,WELL-0016,20240829,615.7,1705.8,692.7,0.0,36,1965,898
6634,WELL-0016,20240830,647.5,1898.8,730.3,0.0,36,2089,900
6635,WELL-0016,20240831,606.0,1628.5,685.1,0.0,32,2128,814
6636,WELL-0016,20240901,595.9,1574.4,675.3,0.0,32,2296,907
6637,WELL-0016,20240902,606.0,1700.9,688.5,0.0,40,1758,982
6638,WELL-0016,20240903,639.1,1805.0,727.7,0.0,64,2209,768
6639,WELL-0016,20240904,637.8,1926.5,728.0,0.0,24,2174,813
6640,WELL-0016,20240905,552.6,1559.3,632.2,0.0,36,2168,807
6641,WELL-0016,20240906,606.1,1701.5,695.2,0.0,64,1801,754
6642,WELL-0016,20240907,628.6,1730.8,722.7,0.0,28,2093,783
6643,WELL-0016,20240908,571.8,1633.9,659.0,0.0,40,2147,882
6644,WELL-0016,20240909,516.1,1581.8,596.3,0.0,32,1944,896
6645,WELL-0016,20240910,580.6,1623.7,672.4,0.0,32,2081,893
6646,WELL-0016,20240911,574.3,1657.0,666.7,0.0,24,1954,956
6647,WELL-0016,20240912,577.7,1648.4,672.3,0.0,28,1903,821
6648,WELL-0016,20240913,586.3,1783.9,684.0,0.0,20,1936,761
6649,WELL-0016,20240914,584.4,1660.3,683.4,0.0,28,2260,675
6650,WELL-0016,20240915,593.3,1613.2,695.5,0.0,36,1994,684
6651,WELL-0016,20240916,515.2,1407.7,605.4,0.0,32,2074,721
6652,WELL-0016,20240917,600.2,1801.3,707.0,0.0,64,1846,750
6653,WELL-0016,20240918,567.5,1666.3,670.1,0.0,64,2007,705
6654,WELL-0016,20240919,553.3,1403.3,654.9,0.0,48,1913,632
6655,WELL-0016,20240920,557.3,1628.5,661.2,0.0,32,2152,1016
6656,WELL-0016,20240921,586.2,1706.0,697.2,0.0,48,2232,918
6657,WELL-0016,20240922,517.5,1445.3,616.9,0.0,40,1975,769
6658,WELL-0016,20240923,587.7,1611.4,702.4,0.0,24,1912,985
6659,WELL-0016,20240924,538.8,1657.2,645.4,0.0,64,1871,790
6660,WELL-0016,20240925,513.7,1446.9,616.8,0.0,64,1982,816
6661,WELL-0016,20240926,554.8,1462.9,667.8,0.0,64,2025,794
6662,WELL-0016,20240927,568.6,1645.6,686.2,0.0,20,1973,824
6663,WELL-0016,20240928,571.0,1491.8,690.7,0.0,64,1961,827
6664,WELL-0016,20240929,180.8,550.3,219.2,16.6,24,2028,873
6665,WELL-0016,20240930,568.4,1644.1,690.9,0.0,20,2018,688
6666,WELL-0016,20241001,581.9,1793.4,709.0,0.0,64,2095,782
6667,WELL-0016,20241002,537.6,1524.0,656.6,0.0,32,2005,902
6668,WELL-0016,20241003,565.3,1772.4,692.1,0.0,64,1959,927
6669,WELL-0016,20241004,571.1,1691.6,700.9,0.0,48,1867,778
6670,WELL-0016,20241005,580.1,1505.9,713.7,0.0,64,2080,905
6671,WELL-0016,20241006,540.9,1626.8,667.1,0.0,32,1896,788
6672,WELL-0016,20241007,576.0,1630.0,712.1,0.0,36,1981,894
6673,WELL-0016,20241008,582.5,1679.8,721.8,0.0,40,1982,761
6674,WELL-0016,20241009,558.6,1600.5,693.9,0.0,40,2019,804
6675,WELL-0016,20241010,492.5,1449.8,613.3,0.0,28,2067,786
6676,WELL-0016,20241011,499.9,1406.7,624.0,0.0,20,1816,932
6677,WELL-0016,20241012,515.6,1439.0,645.3,0.0,64,1928,859
6678,WELL-0016,20241013,506.7,1348.4,635.6,0.0,36,1987,800
6679,WELL-0016,20241014,508.3,1500.0,639.2,0.0,40,1933,916
6680,WELL-0016,20241015,540.3,1500.0,681.1,0.0,24,1840,979
6681,WELL-0016,20241016,496.5,1333.0,627.3,0.0,48,2144,776
6682,WELL-0016,20241017,466.5,1331.9,591.0,0.0,32,2102,747
6683,WELL-0016,20241018,502.9,1441.7,638.6,0.0,36,2107,815
6684,WELL-0016,20241019,500.4,1361.2,636.9,0.0,24,1877,867
6685,WELL-0016,20241020,536.8,1592.2,685.0,0.0,28,1783,1001
6686,WELL-0016,20241021,542.7,1606.2,694.1,0.0,24,1962,888
6687,WELL-0016,20241022,537.0,1561.5,688.6,0.0,64,1690,887
6688,WELL-0016,20241023,481.1,1368.3,618.4,0.0,40,1868,786
6689,WELL-0016,20241024,467.1,1396.4,601.8,0.0,20,1870,734
6690,WELL-0016,20241025,513.2,1410.3,662.9,0.0,24,2121,858
6691,WELL-0016,20241026,508.4,1521.1,658.2,0.0,64,1671,655
6692,WELL-0016,20241027,452.6,1280.6,587.5,0.0,48,1919,870
6693,WELL-0016,20241028,534.2,1665.9,695.1,0.0,28,1821,738
6694,WELL-0016,20241029,499.4,1387.5,651.3,0.0,40,1840,755
6695,WELL-0016,20241030,501.6,1391.1,655.9,0.0,24,2060,678
6696,WELL-0016,20241031,518.6,1509.0,679.7,0.0,32,1994,762
6697,WELL-0016,20241101,488.8,1476.6,642.2,0.0,48,1962,735
6698,WELL-0016,20241102,515.0,1456.7,678.3,0.0,48,2008,833
6699,WELL-0016,20241103,492.0,1492.3,649.7,0.0,48,2052,943
6700,WELL-0016,20241104,479.7,1371.7,634.9,0.0,36,2009,639
6701,WELL-0016,20241105,481.3,1517.9,638.6,0.0,64,2057,633
